genre,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,max_improvement
World,Kaminanda,25,0.0871,0.631,533919,0.527,0.833,G#,0.0887,-9.619,Minor,0.0373,88.99,4/4,0.19,11.459527565422498
Rock,Loggins & Messina,63,0.806,0.507,255773,0.198,0.0,D,0.102,-16.089,Major,0.0324,141.261,4/4,0.601,9.98508485337156
Pop,A$AP Rocky,76,0.024,0.852,233787,0.693,0.0,C#,0.11,-6.87,Major,0.274,95.967,4/4,0.66,4.011426894120741
Pop,DJ Khaled,59,0.0173,0.916,183695,0.571,1.11e-06,A#,0.153,-8.241,Minor,0.2,103.521,4/4,0.498,13.538035236255363
Dance,Natalie Imbruglia,64,0.719,0.538,186400,0.471,0.0,F,0.109,-8.403,Major,0.0441,93.808,4/4,0.499,5.430548909958465
Dance,Phantogram,60,0.191,0.646,249067,0.758,0.097,A#,0.103,-4.34,Major,0.0314,91.998,4/4,0.424,6.9131904708042695
Children's Music,Toro y Moi,43,0.387,0.566,255227,0.665,0.0012,G,0.354,-6.997,Major,0.0346,123.021,4/4,0.154,11.571197542683187
Children's Music,Adia Victoria,48,0.227,0.572,204747,0.879,0.0714,B,0.0738,-5.162,Minor,0.07,124.071,4/4,0.735,5.827710339210337
Ska,The Slackers,14,0.321,0.682,231053,0.663,0.0,F,0.383,-6.794,Major,0.0362,129.917,4/4,0.815,17.411414776520004
Hip-Hop,Yung Pinch,64,0.0161,0.691,169714,0.685,0.0,G,0.142,-4.924,Major,0.0265,140.014,4/4,0.401,8.503105812453759
Indie,Sleeping At Last,54,0.649,0.337,263124,0.454,7.69e-05,D#,0.104,-11.377,Major,0.0438,119.941,4/4,0.116,10.175615297444113
Jazz,Michael Lington,30,0.0236,0.664,217827,0.76,0.000112,A,0.329,-5.899,Major,0.0272,107.979,4/4,0.32,13.434710169842154
Jazz,Kim Waters,44,0.208,0.573,332293,0.62,0.205,G,0.3,-8.127,Minor,0.0352,171.854,4/4,0.524,8.856931532387703
Country,Conway Twitty,35,0.6,0.693,171893,0.339,3.4e-05,D,0.151,-15.337,Major,0.0654,90.727,4/4,0.289,16.68921813427509
Pop,Chief Keef,66,0.00469,0.821,280173,0.469,0.0,G#,0.141,-7.152,Major,0.0473,132.002,4/4,0.321,11.993793211325027
Comedy,Donnell Rawlings,15,0.635,0.549,163013,0.617,0.0,F#,0.88,-16.336,Major,0.954,73.4,3/4,0.21,13.74461881671447
Movie,Justin Hurwitz,38,0.0715,0.218,321969,0.387,0.876,F#,0.268,-15.478,Minor,0.051,130.101,1/4,0.0305,5.38302144430519
World,Chihei Hatakeyama,30,0.928,0.0963,217253,0.278,0.828,C#,0.071,-20.735,Major,0.0427,66.698,3/4,0.127,13.290167422758605
Soul,Dinah Washington,54,0.836,0.675,165760,0.604,0.00167,D#,0.654,-9.334,Major,0.066,133.412,4/4,0.808,7.177922404221275
Rap,Hoodie Allen,62,0.519,0.61,214413,0.641,0.0,A,0.902,-4.352,Minor,0.268,67.413,4/4,0.852,9.820589325552788
Ska,NOFX,44,0.00906,0.399,140333,0.883,0.00516,C,0.348,-6.844,Major,0.0656,169.791,4/4,0.567,1.0592402396716203
World,Dean Evenson,53,0.935,0.224,481853,0.139,0.934,C,0.106,-19.933,Major,0.0344,129.751,4/4,0.0914,4.930558600392293
Children's Music,Arcade Fire,56,0.117,0.492,389080,0.628,0.0115,C,0.135,-7.359,Major,0.0283,87.899,4/4,0.151,7.272326702781929
Hip-Hop,Speaker Knockerz,48,0.108,0.813,159573,0.534,3.13e-06,C,0.0544,-8.034,Minor,0.0649,139.998,4/4,0.467,16.414527777808164
Comedy,Jim Gaffigan,30,0.913,0.561,261827,0.591,0.0,C#,0.438,-16.184,Major,0.884,119.916,3/4,0.288,5.179661442149395
Movie,Chorus,0,0.994,0.485,105253,0.124,0.0,F,0.107,-15.088,Major,0.041,118.422,1/4,0.441,12.918684806851024
Children's Music,Little Apple Band,0,0.524,0.287,102426,0.503,2.32e-06,F,0.392,-6.772,Major,0.0303,150.517,5/4,0.589,31.88328395838164
R&B,H.E.R.,69,0.0895,0.547,240360,0.564,1.02e-06,D,0.152,-8.101,Minor,0.291,81.155,4/4,0.179,1.730027097433369
Soundtrack,Rachel Portman,40,0.926,0.0769,207227,0.0162,0.923,D,0.121,-21.201,Minor,0.0532,82.358,4/4,0.0356,13.000436003012586
Country,Brad Paisley,44,0.0327,0.516,351453,0.86,0.000131,G,0.162,-5.856,Major,0.0319,141.702,4/4,0.43,11.308478892342924
Anime,Nobuo Uematsu,14,0.299,0.408,38533,0.292,0.992,G#,0.426,-14.213,Major,0.0359,150.495,4/4,0.99,13.046903119242058
Pop,Hayley Kiyoko,63,0.142,0.537,233893,0.81,1.4e-05,C#,0.12,-7.222,Major,0.0698,152.996,4/4,0.547,11.537968612572215
Dance,María José,0,0.0939,0.821,221573,0.771,4.71e-05,C#,0.795,-5.753,Major,0.0568,101.998,4/4,0.73,32.25868480097433
Hip-Hop,Z Money,51,0.00657,0.927,115814,0.311,1.29e-06,C,0.104,-11.223,Major,0.119,128.966,4/4,0.0542,15.870053872940062
Classical,Ludwig van Beethoven,25,0.963,0.341,58467,0.263,0.863,C,0.0947,-23.405,Major,0.03,132.479,3/4,0.563,9.115196961431673
Reggae,Justin Quiles,64,0.0789,0.77,212161,0.612,0.0,A,0.153,-7.755,Minor,0.086,90.02,4/4,0.63,1.760862845950972
Country,Loretta Lynn,42,0.722,0.491,204413,0.279,0.00171,G#,0.114,-7.896,Major,0.0311,143.581,4/4,0.388,12.913286401474316
Reggae,Grubson,52,0.101,0.558,244949,0.596,0.0,A,0.0941,-8.865,Major,0.419,194.192,4/4,0.173,2.7882106860155695
Ska,The Upsetters,18,0.81,0.812,218200,0.738,0.617,C,0.154,-7.903,Major,0.0785,144.44,4/4,0.9,14.186007979499331
World,Bill Frisell,30,0.0765,0.48,160600,0.692,0.725,D,0.141,-7.582,Major,0.0304,117.777,4/4,0.438,10.246090412917736
Indie,The Front Bottoms,52,0.00537,0.564,225440,0.839,6.55e-05,G,0.11,-4.708,Major,0.0433,146.068,4/4,0.749,10.731796024584362
Electronic,Blockhead,38,0.0813,0.632,341987,0.646,0.862,A#,0.112,-10.572,Minor,0.0269,109.965,4/4,0.556,7.841499515465938
Dance,Avicii,68,0.0386,0.639,206067,0.843,0.0829,F,0.108,-3.393,Major,0.0334,135.002,4/4,0.317,4.415159610558622
Jazz,TesseracT,52,0.000267,0.573,350307,0.923,0.000259,B,0.051,-5.509,Minor,0.0634,130.005,3/4,0.445,1.6892828100157804
Folk,Ultimate Painting,50,0.59,0.789,219129,0.698,0.802,G,0.11,-7.842,Major,0.0304,120.961,4/4,0.705,6.293909727110687
Pop,Joe Jonas,55,0.0712,0.441,241867,0.74,0.0,B,0.0806,-5.108,Major,0.0356,82.049,4/4,0.45,14.10398978723955
Alternative,Pantera,58,0.000748,0.504,347440,0.856,0.359,G,0.114,-6.271,Major,0.0423,95.402,4/4,0.585,5.368822259617057
Electronic,Weval,40,0.253,0.35,344258,0.503,0.922,B,0.144,-12.681,Major,0.0531,102.769,4/4,0.0991,7.73604645788637
Electronic,DJ Koze,37,0.218,0.713,303293,0.391,0.405,C,0.197,-13.985,Major,0.0418,117.965,4/4,0.425,12.387006280090558
Movie,The Never Land Pirate Band,38,0.395,0.686,59200,0.733,0.0,D,0.0701,-4.601,Major,0.16,152.982,4/4,0.797,4.046951190599507
Comedy,Bill Hicks,18,0.523,0.606,253307,0.493,0.0,A#,0.656,-13.093,Minor,0.867,142.131,3/4,0.481,9.679812658276822
Alternative,(Hed) P.E.,43,0.00219,0.666,240880,0.793,3.49e-06,F#,0.0799,-6.028,Major,0.0647,96.047,4/4,0.454,12.758676058098656
Blues,Jonny Lang,21,0.0756,0.6,206427,0.816,0.000172,G,0.0986,-5.926,Major,0.0421,137.048,4/4,0.659,13.694277810210712
Classical,Johann Sebastian Bach,27,0.723,0.0877,432000,0.0454,0.918,E,0.159,-32.184,Minor,0.0409,81.221,4/4,0.0369,12.076017995024479
Soul,NoMBe,20,0.0128,0.768,177000,0.822,0.0245,G#,0.339,-7.179,Major,0.0543,79.976,4/4,0.774,21.517280782567493
R&B,Elli Ingram,44,0.329,0.6,253587,0.57,7.64e-06,F#,0.169,-6.64,Major,0.0779,176.159,4/4,0.37,13.522763893940068
Alternative,Three Days Grace,49,0.0358,0.506,206213,0.838,0.0,E,0.256,-5.685,Minor,0.0417,140.077,4/4,0.248,6.245573472444282
Soundtrack,Mychael Danna,39,0.892,0.162,225413,0.133,0.78,G#,0.0777,-21.102,Minor,0.0385,108.669,4/4,0.0358,10.25644823340528
Soul,Solange,56,0.0263,0.85,264373,0.351,0.0037,A#,0.0748,-5.536,Major,0.0517,138.045,4/4,0.412,2.67538801945985
Children's Music,Nursery Rhymes ABC,0,0.701,0.695,107818,0.118,0.000107,A#,0.106,-14.097,Major,0.0516,74.038,4/4,0.547,14.204153876488087
Anime,Hitorie,30,0.331,0.779,244280,0.769,1.43e-06,C#,0.076,-5.78,Minor,0.0384,127.96,4/4,0.941,4.84797053651675
Anime,Shiro Sagisu,18,0.742,0.586,121987,0.565,0.726,F,0.137,-9.099,Major,0.0399,60.014,4/4,0.523,14.383162854129997
Indie,Wild Rivers,61,0.885,0.674,260369,0.204,0.000211,F,0.0916,-13.535,Major,0.0385,120.299,4/4,0.13,4.205584193979348
Rock,Queens of the Stone Age,66,0.0102,0.474,274282,0.843,0.104,C,0.362,-5.909,Major,0.272,97.691,4/4,0.433,8.304948771555283
Soul,Luther Vandross,38,0.488,0.691,302533,0.648,0.0,F,0.0814,-7.381,Minor,0.0281,92.854,4/4,0.707,11.551463440600584
Blues,Heartless Bastards,25,0.000482,0.545,235187,0.813,0.00124,D,0.0962,-4.911,Major,0.0416,150.052,4/4,0.827,11.277163825786142
Soundtrack,Harry Gregson-Williams,27,0.828,0.225,279627,0.186,0.891,C,0.122,-21.223,Major,0.0449,118.257,4/4,0.0352,18.307431292075087
Opera,Umberto Giordano,9,0.933,0.153,224413,0.507,0.0207,F#,0.417,-9.038,Major,0.0544,75.811,3/4,0.0996,16.036446910277963
Soundtrack,Bruno Coulais,25,0.961,0.404,138880,0.0897,0.95,D,0.102,-18.725,Minor,0.0325,91.823,4/4,0.389,9.699971878529773
Hip-Hop,Eminem,79,0.227,0.83,262494,0.546,0.0,C#,0.112,-5.716,Major,0.295,182.973,4/4,0.535,7.478380270562305
Soul,Brandy,48,0.494,0.682,218467,0.543,0.0,C,0.158,-7.063,Minor,0.0454,71.582,4/4,0.478,6.774419597972153
Blues,Son House,38,0.865,0.803,259160,0.288,0.0593,G,0.0833,-15.418,Minor,0.0629,115.685,4/4,0.865,7.538446006688723
Jazz,Pink Martini,53,0.728,0.571,168187,0.352,0.0,F,0.096,-11.946,Major,0.0531,129.443,4/4,0.775,4.1736927071796215
Blues,Gary Clark Jr.,30,0.0195,0.478,371320,0.611,0.0649,G,0.164,-5.929,Major,0.0299,62.022,4/4,0.558,10.543717137403226
Indie,Broods,57,0.0763,0.651,189726,0.553,1.95e-06,C,0.131,-7.295,Major,0.0494,91.99,4/4,0.284,5.449400908050812
Folk,Christian Hudson,43,0.66,0.645,212868,0.471,0.011,C,0.108,-6.698,Minor,0.058,96.221,4/4,0.443,12.39270117111267
Folk,First Aid Kit,43,0.24,0.472,283493,0.449,1.53e-05,G#,0.116,-4.81,Major,0.0269,111.924,3/4,0.315,13.90124415546871
Comedy,George Carlin,12,0.709,0.497,419000,0.34,0.0,B,0.363,-20.716,Major,0.845,114.041,4/4,0.341,12.727606040574502
Opera,Umberto Giordano,6,0.973,0.224,337813,0.237,9.16e-05,A#,0.488,-13.575,Major,0.0453,77.256,3/4,0.107,15.638496856795697
Soundtrack,Christophe Beck,36,0.92,0.403,139667,0.0327,0.188,E,0.162,-25.036,Major,0.039,131.149,1/4,0.0374,7.94118085809631
Alternative,Matthew Sweet,39,0.0126,0.433,218560,0.829,2.36e-05,B,0.084,-7.715,Major,0.044,122.733,4/4,0.822,14.530153776825182
Classical,Georges Bizet,36,0.796,0.328,276613,0.0513,0.318,C,0.0992,-25.986,Major,0.0334,133.308,3/4,0.273,7.345893303826938
Country,Adam Craig,35,0.087,0.534,209173,0.844,0.0,D#,0.236,-3.931,Major,0.0461,163.991,4/4,0.457,18.404697518961292
Electronic,Apashe,31,0.0168,0.835,321231,0.755,0.734,E,0.366,-4.751,Minor,0.0854,130.032,4/4,0.193,13.7155546123818
Children's Music,Langhorne Slim,52,0.948,0.522,239960,0.296,0.619,G,0.105,-10.46,Major,0.0302,67.012,4/4,0.399,5.1005726029186675
Pop,Kenny Man,85,0.41,0.799,175200,0.676,0.000777,D,0.325,-5.644,Major,0.169,104.956,4/4,0.91,3.5794015841801374
Opera,Giuseppe Verdi,9,0.977,0.22,604933,0.0928,0.0127,F,0.0919,-20.565,Major,0.0429,94.901,3/4,0.0633,22.432152810158225
Jazz,Delfeayo Marsalis,40,0.489,0.586,363566,0.349,0.28,G,0.0711,-13.492,Major,0.0406,102.493,4/4,0.382,12.529540336349067
Children's Music,Njomza,59,0.836,0.776,146039,0.41,0.00953,F#,0.111,-9.091,Major,0.0393,134.977,4/4,0.341,6.730148804515146
Jazz,Jamie Berry,54,0.0746,0.801,344000,0.597,0.38,C,0.0856,-6.983,Major,0.0559,120.012,4/4,0.72,2.338603275543818
Soundtrack,Marvin Hamlisch,24,0.806,0.509,147053,0.482,0.0,C#,0.741,-9.952,Minor,0.455,84.921,3/4,0.411,12.948403678112351
World,for KING & COUNTRY,35,0.0124,0.426,236680,0.768,3.4e-05,C,0.0972,-5.676,Major,0.0347,143.07,4/4,0.117,13.308358805577548
Jazz,Astrud Gilberto,41,0.635,0.384,303800,0.418,0.000754,A#,0.0773,-14.634,Major,0.0481,98.726,3/4,0.616,13.996736828995955
Dance,Baby Bash,50,0.0494,0.9,219187,0.398,0.0,A,0.099,-4.52,Minor,0.118,100.011,4/4,0.762,12.5169219995585
Indie,Portugal. The Man,47,0.805,0.606,262120,0.33,1.86e-05,C,0.128,-13.401,Minor,0.0262,80.072,4/4,0.264,15.623073318414477
Reggae,Passafire,26,0.0777,0.648,159379,0.874,0.0,C#,0.312,-4.101,Major,0.0773,96.082,4/4,0.517,12.78551345326976
Rock,The Monkees,48,0.0305,0.239,164093,0.618,0.0,C,0.721,-8.464,Major,0.033,197.499,4/4,0.683,15.718103895723281
Jazz,Lionel Hampton,36,0.315,0.719,171000,0.337,0.0,C,0.114,-11.525,Major,0.043,94.599,4/4,0.88,14.680393794324274
Comedy,Fran Hevia,26,0.819,0.57,294666,0.509,0.0,F,0.687,-14.709,Major,0.943,143.218,4/4,0.566,5.856211689666111
Country,Jordan Davis,53,0.118,0.752,192955,0.655,0.000297,G#,0.0909,-6.07,Major,0.0366,89.97,4/4,0.669,4.663195646454757
Children's Music,grandson,62,0.000248,0.469,217459,0.862,0.000322,E,0.0661,-6.48,Minor,0.109,87.048,4/4,0.322,7.1194281044223615
Folk,Joshua Radin,38,0.332,0.57,206333,0.3,0.0,G#,0.121,-8.303,Major,0.0292,90.117,3/4,0.375,11.409374024658886
Indie,Wrabel,58,0.0874,0.538,200000,0.76,0.0,D,0.0692,-3.828,Major,0.0282,135.072,4/4,0.249,7.469340427657912
Jazz,Pete Rock,40,0.0105,0.752,259617,0.301,0.874,A,0.0356,-16.685,Minor,0.136,179.515,4/4,0.554,11.960498884645142
Reggae,Slightly Stoopid,25,0.0175,0.674,118101,0.741,0.000138,A,0.732,-9.549,Minor,0.0702,92.966,4/4,0.642,11.558138505103942
Children's Music,Francesca Battistelli,47,0.0138,0.598,237507,0.8,0.0,F,0.0579,-5.687,Minor,0.0382,95.03,4/4,0.679,13.742784760469682
Country,The Lacs,46,0.00721,0.517,232941,0.859,0.000262,C#,0.355,-6.076,Minor,0.157,154.853,4/4,0.682,7.88530160118393
Ska,Voodoo Glow Skulls,21,0.000861,0.353,213120,0.977,0.394,G#,0.323,-2.353,Major,0.0524,120.979,4/4,0.765,9.008849887726013
R&B,Aeris Roves,44,0.404,0.762,187925,0.468,1.92e-06,D,0.102,-10.757,Major,0.208,105.75,4/4,0.138,11.05285836988079
Children's Music,Hollyn,48,0.28,0.592,240817,0.437,2.43e-06,G,0.27,-7.337,Major,0.0523,91.58,4/4,0.341,14.213756228693667
Indie,Vallis Alps,55,0.157,0.641,194738,0.71,0.645,G#,0.145,-7.477,Major,0.0302,97.969,4/4,0.445,12.502363685227678
Indie,Arin Ray,54,0.112,0.693,263314,0.489,0.000465,E,0.0819,-9.811,Minor,0.0901,87.911,4/4,0.435,6.221369062028262
Jazz,Jo Stafford,38,0.971,0.371,145693,0.215,3.08e-05,F,0.148,-7.102,Major,0.0301,85.678,3/4,0.516,9.932080372667066
Movie,Riders In The Sky,4,0.736,0.755,152907,0.464,0.0,G,0.115,-7.476,Minor,0.0325,122.891,4/4,0.897,19.27918973279743
Hip-Hop,Pouya,63,0.504,0.917,204965,0.418,0.021,F#,0.0974,-8.884,Minor,0.0667,117.976,4/4,0.486,8.863122418681778
Soundtrack,Tyler Bates,29,0.0321,0.422,123987,0.185,0.794,D,0.264,-12.706,Major,0.0343,114.022,4/4,0.0474,8.51387544744903
Classical,Chris Thile,26,0.962,0.474,273733,0.378,0.0218,F,0.113,-14.028,Minor,0.0522,92.985,3/4,0.382,12.46913241286395
World,Passion,30,0.539,0.296,276840,0.442,0.000178,A,0.108,-8.12,Major,0.0337,183.452,3/4,0.167,10.375600617438621
Soundtrack,Joseph Trapanese,28,0.808,0.21,325269,0.0266,0.303,D,0.112,-23.14,Minor,0.0312,145.076,3/4,0.0396,14.114400766929245
Indie,Urban Zakapa,56,0.806,0.35,254925,0.347,4.37e-06,E,0.102,-6.154,Major,0.0318,146.661,4/4,0.271,6.859120379323379
Soundtrack,Philip Glass,52,0.975,0.249,223267,0.0279,0.966,G,0.103,-29.617,Minor,0.039,84.122,3/4,0.037,6.603746571814175
Opera,Giacomo Puccini,6,0.881,0.149,192787,0.106,0.00175,F#,0.293,-26.53,Major,0.0409,90.826,4/4,0.0389,16.296706498077484
Country,Chase Bryant,40,0.0188,0.771,197440,0.796,0.0,D,0.15,-5.488,Major,0.0302,112.031,4/4,0.782,10.777893702793575
Pop,Mitski,58,0.000298,0.607,141978,0.86,0.123,C,0.0745,-5.21,Major,0.0437,120.038,4/4,0.556,13.892043244771196
Electronic,Junkie XL,37,0.3,0.357,424786,0.87,0.942,G#,0.345,-9.542,Major,0.0721,90.019,4/4,0.0395,11.019654532954734
Comedy,Steve Martin,21,0.536,0.679,198240,0.741,0.0,C,0.211,-9.683,Major,0.0287,130.066,4/4,0.969,9.700189266935407
Movie,Jodi Benson,4,0.56,0.716,204960,0.445,1.13e-05,A#,0.349,-14.488,Major,0.043,126.624,4/4,0.748,17.015400111972173
Rap,Shwayze,57,0.0204,0.85,212280,0.572,0.0,D,0.0751,-8.088,Major,0.0587,93.007,4/4,0.249,8.996743944221317
Reggae,John Brown's Body,30,0.0222,0.674,279467,0.661,0.0,G#,0.223,-5.758,Minor,0.0521,149.874,4/4,0.735,16.52039900881635
Rock,Eric Church,54,0.0105,0.547,229880,0.878,1.91e-05,E,0.353,-7.19,Major,0.0382,120.044,4/4,0.767,11.370497875885343
Hip-Hop,OutKast,63,0.0234,0.774,265200,0.586,0.000726,A#,0.0562,-10.434,Minor,0.301,85.075,4/4,0.642,12.23705559241173
Ska,The Bouncing Souls,23,0.000208,0.271,180227,0.858,0.585,E,0.113,-6.813,Major,0.0683,107.735,4/4,0.325,11.871870938287223
Alternative,Dirtwire,36,0.567,0.685,227889,0.807,0.0162,D,0.233,-6.441,Major,0.092,98.97,4/4,0.626,16.41970151488917
Children's Music,Kimbo Children's Music,0,0.875,0.587,57413,0.588,0.669,C,0.0475,-5.596,Major,0.0831,106.836,4/4,0.652,24.275528426611743
Children's Music,Juice Music,1,0.251,0.88,204480,0.206,0.0,F,0.0773,-9.909,Major,0.24,90.023,4/4,0.689,30.698589239226337
Blues,"Crosby, Stills, Nash & Young",36,0.358,0.663,289667,0.0974,0.0,F,0.111,-20.016,Major,0.0321,117.494,4/4,0.433,10.796182902580654
Reggae,Dispatch,38,0.623,0.556,404387,0.628,0.0,D,0.114,-8.705,Major,0.12,117.744,4/4,0.519,11.10485744505786
Hip-Hop,Machine Gun Kelly,51,0.00402,0.866,218840,0.664,0.00796,C#,0.0728,-5.236,Major,0.0657,109.984,4/4,0.0823,14.058092209966281
Reggae,L'Entourloop,44,0.00225,0.748,263865,0.469,0.0894,E,0.066,-9.619,Minor,0.0586,140.024,4/4,0.191,8.131300561874674
Classical,François Couperin,34,0.989,0.354,188230,0.0669,0.936,F,0.0827,-26.154,Major,0.0395,70.603,4/4,0.316,7.693425429459102
Comedy,Andrew Dice Clay,13,0.701,0.602,127107,0.542,0.0,A,0.943,-16.266,Major,0.944,75.542,3/4,0.3,10.46956359128219
Reggae,La Novel de Martín Guevara,44,0.55,0.473,277761,0.783,1.18e-05,C,0.29,-3.635,Minor,0.0583,185.096,4/4,0.873,11.22141449667256
Rock,Weathers,50,0.00628,0.397,181173,0.962,0.0,A,0.238,-3.386,Major,0.0639,177.927,4/4,0.542,14.515350725772052
Children's Music,Nothing More,44,0.0367,0.397,227853,0.875,1.13e-06,G,0.108,-6.404,Minor,0.316,169.684,4/4,0.461,12.273012861973031
Alternative,Fobia,42,0.13,0.701,156947,0.926,0.00103,C,0.111,-1.395,Major,0.0327,121.944,4/4,0.935,15.750892806509887
Reggae,Alexis y Fido,41,0.2,0.734,204933,0.789,0.0,G#,0.398,-5.55,Minor,0.155,155.007,4/4,0.843,11.95750201592645
Opera,Plácido Domingo,16,0.959,0.248,228587,0.185,0.000778,C#,0.104,-11.85,Minor,0.0325,83.578,4/4,0.0603,9.242460017791295
Reggae,Yellowman,29,0.0167,0.872,192633,0.434,0.0,B,0.0911,-11.54,Minor,0.188,75.159,4/4,0.458,12.476227157845267
Ska,Soda Stereo,65,0.705,0.53,247000,0.339,0.0103,D,0.709,-9.913,Major,0.0271,115.7,3/4,0.118,7.438652789821854
Soul,Dobie Gray,56,0.325,0.508,234301,0.46,0.0,B,0.648,-7.662,Major,0.0404,75.836,4/4,0.565,2.3237314785135035
Folk,Tom Waits,59,0.918,0.539,233533,0.296,0.0056,C,0.127,-11.74,Major,0.0253,85.622,4/4,0.545,6.202414298781558
Soundtrack,Thomas Newman,26,0.314,0.383,92333,0.263,0.101,F,0.793,-16.077,Minor,0.0385,79.876,4/4,0.268,11.48931402284714
Rap,MKTO,75,0.69,0.796,177141,0.53,0.0,G#,0.0646,-5.967,Major,0.0558,105.031,4/4,0.754,5.426604486480069
Rap,Kendrick Lamar,65,0.24,0.52,168591,0.807,0.00257,D,0.199,-6.281,Major,0.409,178.012,4/4,0.628,7.154752048800003
Jazz,"Harry Connick, Jr.",32,0.98,0.54,167667,0.0962,0.842,F,0.172,-23.887,Minor,0.0606,134.399,4/4,0.29,11.355570672055144
Soul,Giraffage,40,0.731,0.453,224903,0.555,0.000129,C,0.124,-8.899,Major,0.0473,139.999,4/4,0.626,14.38882555542515
Country,David Nail,52,0.101,0.386,246333,0.802,1.11e-05,A,0.211,-2.468,Major,0.0372,163.907,3/4,0.428,7.935758958863675
Soundtrack,Philip Glass,31,0.874,0.314,207640,0.195,0.933,C,0.109,-13.025,Minor,0.0397,123.392,4/4,0.0978,8.083912671674177
Reggae,Sech,40,0.331,0.516,211566,0.433,1.1e-06,F#,0.0613,-8.792,Minor,0.346,64.676,5/4,0.435,8.084435915449268
Jazz,The Contortionist,41,0.00158,0.414,320400,0.833,0.504,A,0.129,-5.472,Minor,0.0684,180.027,3/4,0.107,11.449681513788121
Country,Zac Brown Band,46,0.0721,0.691,180733,0.816,0.0,C#,0.141,-5.103,Major,0.0549,104.034,4/4,0.654,11.68531681760419
Indie,SG Lewis,53,0.255,0.525,243710,0.278,1.57e-06,B,0.64,-13.614,Minor,0.123,91.809,4/4,0.166,7.973379424996447
Children's Music,Hum,51,0.000285,0.271,309107,0.742,0.26,D,0.0601,-12.669,Major,0.0529,91.844,4/4,0.148,3.431597799852819
Country,Molly Hatchet,48,0.162,0.637,426000,0.583,0.178,G,0.133,-13.013,Major,0.0296,105.877,4/4,0.62,7.924798807072572
Children's Music,Nirvana,66,0.293,0.53,175907,0.634,3.99e-05,C#,0.362,-9.549,Minor,0.273,145.248,4/4,0.637,2.9008808117884564
Jazz,Chet Baker,46,0.938,0.501,166760,0.0454,3.76e-05,C,0.2,-18.783,Major,0.0388,99.783,4/4,0.255,7.7188982544143085
Ska,The Mighty Mighty Bosstones,15,0.00346,0.362,225573,0.877,0.00458,E,0.154,-3.46,Major,0.0447,195.9,4/4,0.727,17.532027244396712
World,Mid-Cities Worship,43,0.0214,0.371,309409,0.458,8.88e-05,A,0.121,-9.239,Major,0.0318,153.811,4/4,0.0832,5.101132225005313
Hip-Hop,Lary Over,60,0.409,0.764,270681,0.53,3.49e-05,A,0.131,-5.808,Minor,0.0403,118.052,4/4,0.383,12.486268129803042
Children's Music,KALEO,63,0.655,0.368,377000,0.267,2.24e-05,G#,0.0834,-9.395,Minor,0.0428,91.88,4/4,0.194,3.0486360365783276
Country,Thomas Rhett,54,0.0983,0.52,205400,0.761,0.0,B,0.306,-4.274,Major,0.0321,149.967,3/4,0.392,4.843943441124
Soul,Tim Maia,5,0.836,0.48,228880,0.535,0.0015,D,0.33,-8.197,Major,0.0354,133.624,4/4,0.397,29.39939760186786
Comedy,Anjelah Johnson,15,0.823,0.7,180208,0.552,0.0,G,0.885,-13.525,Major,0.96,84.176,4/4,0.0637,11.851165687083622
Classical,Franz Liszt,18,0.991,0.223,240600,0.03,0.000194,D,0.0955,-23.931,Minor,0.0472,131.405,3/4,0.0416,11.318461433471235
Rock,Queen,65,0.00515,0.222,243532,0.981,0.000383,A,0.979,-5.846,Major,0.0918,140.503,4/4,0.153,9.85787254515332
Soul,John Legend,49,0.189,0.56,217467,0.71,1.52e-05,C,0.697,-8.27,Major,0.0458,87.004,4/4,0.498,7.657108555786938
Indie,Mac DeMarco,57,0.252,0.662,422613,0.478,0.833,A,0.216,-8.631,Major,0.0453,139.982,4/4,0.43,6.193631736376396
Rap,NAV,62,0.0278,0.731,182880,0.564,0.0,C,0.121,-6.404,Minor,0.0728,85.027,4/4,0.287,10.208494979976036
Folk,The Postal Service,45,0.206,0.671,269507,0.712,0.545,D#,0.133,-7.673,Major,0.0372,100.011,4/4,0.44,7.713753272978823
Soul,Jadu Heart,47,0.741,0.424,181132,0.499,0.00079,E,0.139,-11.374,Major,0.101,103.136,4/4,0.534,9.778348785517037
Alternative,Mike Shinoda,49,0.409,0.489,240213,0.724,1.03e-05,A#,0.104,-8.793,Major,0.204,85.346,4/4,0.203,8.581159451188421
Folk,First Aid Kit,57,0.871,0.27,218240,0.329,8.91e-06,A,0.12,-7.318,Major,0.032,163.236,3/4,0.169,9.00093271087102
Rock,Gorillaz,60,0.0409,0.64,272667,0.864,1.55e-06,E,0.136,-4.909,Minor,0.0869,105.107,4/4,0.497,8.779552095656518
Soul,Theo Katzman,49,0.564,0.87,207622,0.414,3.47e-05,F,0.121,-10.995,Major,0.0452,103.958,4/4,0.89,9.033469437051968
Opera,Giacomo Puccini,6,0.939,0.165,252133,0.00358,2.77e-05,D,0.0474,-34.939,Major,0.0434,170.251,4/4,0.0343,17.898791327893885
Ska,Descendents,30,0.00343,0.244,148067,0.985,7.37e-06,A,0.168,-4.338,Major,0.0632,167.54,4/4,0.648,12.462898346070743
